	2003	2005	2007	2011	2015					
Innenstadt	81.7	81.8	89.1	74.6	90.0
Am Ring West	87.0	88.5	87.5	91.3	90.9
St. Alban Breite	82.4	85.5	86.3	87.7	92.0
St. Johann	84.4	72.4	73.3	90.7	88.4
Gundel-dingen	80.7	86.0	91.4	88.5	89.8
Bruderholz	80.8	81.2	82.9	87.4	90.9
Unteres Kleinbasel	79.4	72.4	78.5	86.0	86.3
Oberes Kleinbasel	92.5	82.1	90.8	93.3	92.4
Bettingen & Riehen	85.4	80.5	88.7	89.8	93.9
Basel-Stadt	84.5	82.4	85.7	88.9	90.8
