test	2003	2005	2007	2011	2015						
Schweiz	80.9	83.0	80.7	87.3	85.3
Ausland	80.2	91.4	87.3	89.3	91.4
18-29 J.	70.2	83.5	78.2	83.4	83.9
30-39 J.	77.1	80.5	75.4	81.5	82.5
40-49 J.	77.0	80.4	82.1	86.8	84.2
50-59 J.	85.3	84.2	80.6	87.9	85.2
60-69 J.	85.6	88.3	86.0	88.4	84.4
>69 J.	88.2	89.4	84.2	92.7	90.5
Männer	79.4	84.2	83.1	87.5	85.9
Frauen	82.2	84.2	81.1	87.6	86.2
Total	80.9	84.1	81.5	87.5	86.1
