Jahr	Innenstadt	Am Ring	St Alban	Unteres	Oberes	Riehen-Bettingen	Basel-Stadt
2009	70.588235294117	87.54623921085	86.792452830188	58.202247191011	81.203007518796	94.339622641509	85.612211757063
2013	73.333333333333	88.461538461538	88.625592417061	61.514195583596	90.104166666666	95.223880597014	87.693710118505
