	2003	2005	2007	2011	2015
Schweiz	86.9	88.5	86.6	88.3	86.9
Ausland	84.4	90.4	86.5	85.5	85.0
18-29 J.	90.4	93.3	92.5	93.3	95.9
30-39 J.	89.7	92.4	91.6	93.6	91.7
40-49 J.	91.7	89.8	89.5	92.4	87.4
50-59 J.	87.1	88.3	88.1	86.7	85.3
60-69 J.	84.2	84.7	83.9	85.6	92.5
>69 J.	77.7	84.7	79.3	82.7	80.4
Männer	90.7	90.7	88.4	88.9	89.6
Frauen	83.1	87.0	85.0	87.2	84.2
Total	86.5	88.7	86.6	87.9	86.7
						
