	1 Jahr	2 Jahren	3 Jahren	4 Jahren	5 Jahren					
Basel-Stadt	79.4	66.5	61.4	57.9	48.3
Zürich	80.4	69.6	65.3	60.7	50.0
Genf	82.9	74.4	64.1	61.4	51.8
Basel-Landschaft	77.4	70.2	64.7	59.9	50.9
Aargau	77.9	68.3	67.7	58.3	50.0
Schweiz	80.7	69.8	65.8	60.6	50.0 
