	2003	2005	2007	2011	2015					
Innenstadt	89.7	92.5	93.7	95.4	97.1
Am Ring West	89.8	87.9	90.0	92.6	94.3
"St. Alban Breite"	94.2	87.3	96.7	94.1	94.7
St. Johann	89.1	87.9	87.2	94.9	88.4
Gundel-dingen	89.2	91.0	84.7	88.9	94.7
Bruderholz	90.4	93.1	94.0	96.7	95.2
"Unteres Kleinbasel"	93.9	88.3	82.9	89.1	94.4
"Oberes Kleinbasel"	90.6	91.5	96.8	94.5	100.0
"Bettingen & Riehen"	89.8	95.3	92.4	94.6	95.0
Basel-Stadt	90.7	90.0	90.5	93.0	94.7
