	2003	2005	2007	2011	2015						
Schweiz	36.1	28.7	34.0	43.5	43.9
Ausland	41.3	36.1	37.7	46.8	57.0						
18-29 J.	42.4	43.7	43.7	45.6	43.2
30-39 J.	28.6	24.6	34.7	37.7	46.7
40-49 J.	31.8	25.1	28.3	40.3	39.5
50-59 J.	30.5	22.9	29.2	41.2	44.9
60-69 J.	45.1	26.8	28.7	37.6	42.8
>69 J.	46.0	40.3	44.7	56.9	50.6
Männer	39.4	31.3	36.5	46.7	49.5
Frauen	34.7	28.5	32.8	41.8	41.9
Total	36.8	29.7	34.5	44.0	45.4
