	2003	2005	2007	2011	2015					
Schweiz	94.3	94.7	94.3	92.5	91.3
Ausland	92.7	94.8	96.6	95.3	91.9
18-29 J.	96.6	96.0	96.7	96.6	95.9
30-39 J.	95.7	95.6	96.0	93.0	91.7
40-49 J.	95.5	97.3	95.8	95.4	92.5
50-59 J.	96.6	93.2	95.7	95.2	93.0
60-69 J.	92.1	91.7	94.6	89.7	93.1
>69 J.	89.0	94.3	90.7	90.1	88.0
Männer	95.7	95.4	95.7	94.8	92.7
Frauen	92.8	94.0	93.6	91.3	90.2
Total	94.1	94.7	94.6	92.9	91.4
